Country,Year,Area,Month,Record Type,Reliability,Source Year,Value,Value Footnotes
Belgium,2017,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,109666.00,1
Belgium,2017,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2019,11831.00,1
Belgium,2017,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2019,10518.00,1
Belgium,2017,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2019,9420.00,1
Belgium,2017,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2019,8461.00,1
Belgium,2017,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2019,9102.00,1
Belgium,2017,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2019,8224.00,1
Belgium,2017,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2019,8230.00,1
Belgium,2017,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2019,8243.00,1
Belgium,2017,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2019,8113.00,1
Belgium,2017,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2019,8770.00,1
Belgium,2017,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2019,8640.00,1
Belgium,2017,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2019,10114.00,1
Belgium,2016,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,108097.00,1
Belgium,2016,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2018,9916.00,1
Belgium,2016,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2018,9000.00,1
Belgium,2016,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2018,10174.00,1
Belgium,2016,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2018,8984.00,1
Belgium,2016,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2018,8856.00,1
Belgium,2016,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2018,8009.00,1
Belgium,2016,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2018,8589.00,1
Belgium,2016,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2018,8487.00,1
Belgium,2016,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2018,7986.00,1
Belgium,2016,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2018,8872.00,1
Belgium,2016,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2018,9088.00,1
Belgium,2016,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2018,10136.00,1
Belgium,2015,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,110541.00,1
Belgium,2015,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2017,11273.00,1
Belgium,2015,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2017,11055.00,1
Belgium,2015,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2017,10477.00,1
Belgium,2015,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2017,9150.00,1
Belgium,2015,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2017,8746.00,1
Belgium,2015,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2017,8309.00,1
Belgium,2015,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2017,8458.00,1
Belgium,2015,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2017,8286.00,1
Belgium,2015,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2017,8051.00,1
Belgium,2015,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2017,9075.00,1
Belgium,2015,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2017,8445.00,1
Belgium,2015,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2017,9216.00,1
Belgium,2014,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,104755.00,1
Belgium,2014,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2016,9578.00,1
Belgium,2014,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2016,8808.00,1
Belgium,2014,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2016,9348.00,1
Belgium,2014,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2016,8627.00,1
Belgium,2014,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2016,8637.00,1
Belgium,2014,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2016,8067.00,1
Belgium,2014,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2016,8652.00,1
Belgium,2014,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2016,7978.00,1
Belgium,2014,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2016,7957.00,1
Belgium,2014,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2016,8534.00,1
Belgium,2014,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2016,8563.00,1
Belgium,2014,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2016,10006.00,1
Belgium,2013,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,109334.00,1
Belgium,2013,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2015,10357.00,1
Belgium,2013,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2015,9904.00,1
Belgium,2013,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2015,10701.00,1
Belgium,2013,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2015,9773.00,1
Belgium,2013,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2015,8802.00,1
Belgium,2013,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2015,8618.00,1
Belgium,2013,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2015,8463.00,1
Belgium,2013,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2015,8056.00,1
Belgium,2013,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2015,8029.00,1
Belgium,2013,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2015,8676.00,1
Belgium,2013,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2015,8512.00,1
Belgium,2013,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2015,9443.00,1
Belgium,2012,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,109076.00,1
Belgium,2012,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2013,9944.00,1
Belgium,2012,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2013,10817.00,1
Belgium,2012,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2013,10494.00,1
Belgium,2012,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2013,8939.00,1
Belgium,2012,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2013,8897.00,1
Belgium,2012,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2013,8191.00,1
Belgium,2012,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2013,8235.00,1
Belgium,2012,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2013,8161.00,1
Belgium,2012,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2013,7907.00,1
Belgium,2012,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2013,8951.00,1
Belgium,2012,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2013,8835.00,1
Belgium,2012,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2013,9705.00,1
Canada,2017,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,276689.00,2
Canada,2017,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2019,27177.00,2
Canada,2017,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2019,23225.00,2
Canada,2017,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2019,24641.00,2
Canada,2017,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2019,22590.00,2
Canada,2017,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2019,22484.00,2
Canada,2017,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2019,20992.00,2
Canada,2017,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2019,21503.00,2
Canada,2017,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2019,21578.00,2
Canada,2017,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2019,21451.00,2
Canada,2017,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2019,22774.00,2
Canada,2017,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2019,23133.00,2
Canada,2017,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2019,25141.00,2
Canada,2016,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,267213.00,2
Canada,2016,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2019,23719.00,2
Canada,2016,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2019,22273.00,2
Canada,2016,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2019,23950.00,2
Canada,2016,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2019,22271.00,2
Canada,2016,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2019,22008.00,2
Canada,2016,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2019,20401.00,2
Canada,2016,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2019,20850.00,2
Canada,2016,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2019,21235.00,2
Canada,2016,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2019,20783.00,2
Canada,2016,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2019,22952.00,2
Canada,2016,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2019,22349.00,2
Canada,2016,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2019,24422.00,2
Canada,2015,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,264333.00,2
Canada,2015,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2018,26946.00,2
Canada,2015,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2018,22453.00,2
Canada,2015,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2018,23758.00,2
Canada,2015,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2018,22073.00,2
Canada,2015,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2018,21827.00,2
Canada,2015,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2018,19811.00,2
Canada,2015,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2018,20451.00,2
Canada,2015,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2018,20323.00,2
Canada,2015,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2018,20189.00,2
Canada,2015,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2018,22284.00,2
Canada,2015,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2018,21415.00,2
Canada,2015,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2018,22803.00,2
France,2019,Total,January,Data tabulated by year of occurrence,Provisional figure,2019,59100.00,
France,2019,Total,February,Data tabulated by year of occurrence,Provisional figure,2019,54600.00,
France,2019,Total,March,Data tabulated by year of occurrence,Provisional figure,2019,51700.00,
France,2018,Total,Total,Data tabulated by year of occurrence,Provisional figure,2019,595500.00,
France,2018,Total,January,Data tabulated by year of occurrence,Provisional figure,2018,58700.00,
France,2018,Total,February,Data tabulated by year of occurrence,Provisional figure,2018,51200.00,
France,2018,Total,March,Data tabulated by year of occurrence,Provisional figure,2018,59300.00,
France,2018,Total,April,Data tabulated by year of occurrence,Provisional figure,2018,49400.00,
France,2018,Total,May,Data tabulated by year of occurrence,Provisional figure,2018,46800.00,
France,2018,Total,June,Data tabulated by year of occurrence,Provisional figure,2018,44000.00,
France,2018,Total,July,Data tabulated by year of occurrence,Provisional figure,2018,47200.00,
France,2018,Total,August,Data tabulated by year of occurrence,Provisional figure,2018,46100.00,
France,2018,Total,September,Data tabulated by year of occurrence,Provisional figure,2019,44700.00,
France,2018,Total,October,Data tabulated by year of occurrence,Provisional figure,2019,48800.00,
France,2018,Total,November,Data tabulated by year of occurrence,Provisional figure,2019,48500.00,
France,2018,Total,December,Data tabulated by year of occurrence,Provisional figure,2019,50800.00,
France,2017,Total,Total,Data tabulated by year of occurrence,Provisional figure,2018,593400.00,
France,2017,Total,January,Data tabulated by year of occurrence,Provisional figure,2017,67000.00,
France,2017,Total,February,Data tabulated by year of occurrence,Provisional figure,2017,51600.00,
France,2017,Total,March,Data tabulated by year of occurrence,Provisional figure,2017,49200.00,
France,2017,Total,April,Data tabulated by year of occurrence,Provisional figure,2017,46100.00,
France,2017,Total,May,Data tabulated by year of occurrence,Provisional figure,2017,47300.00,
France,2017,Total,June,Data tabulated by year of occurrence,Provisional figure,2017,43400.00,
France,2017,Total,July,Data tabulated by year of occurrence,Provisional figure,2017,45200.00,
France,2017,Total,August,Data tabulated by year of occurrence,Provisional figure,2017,45500.00,
France,2017,Total,September,Data tabulated by year of occurrence,Provisional figure,2018,45100.00,
France,2017,Total,October,Data tabulated by year of occurrence,Provisional figure,2018,48300.00,
France,2017,Total,November,Data tabulated by year of occurrence,Provisional figure,2018,49000.00,
France,2017,Total,December,Data tabulated by year of occurrence,Provisional figure,2018,55700.00,
France,2016,Total,Total,Data tabulated by year of occurrence,Provisional figure,2017,580100.00,
France,2016,Total,January,Data tabulated by year of occurrence,Provisional figure,2016,53100.00,
France,2016,Total,February,Data tabulated by year of occurrence,Provisional figure,2016,48500.00,
France,2016,Total,March,Data tabulated by year of occurrence,Provisional figure,2016,53100.00,
France,2016,Total,April,Data tabulated by year of occurrence,Provisional figure,2016,47800.00,
France,2016,Total,May,Data tabulated by year of occurrence,Provisional figure,2016,47000.00,
France,2016,Total,June,Data tabulated by year of occurrence,Provisional figure,2016,43400.00,
France,2016,Total,July,Data tabulated by year of occurrence,Provisional figure,2016,45600.00,
France,2016,Total,August,Data tabulated by year of occurrence,Provisional figure,2016,44600.00,
France,2016,Total,September,Data tabulated by year of occurrence,Provisional figure,2017,43800.00,
France,2016,Total,October,Data tabulated by year of occurrence,Provisional figure,2017,49200.00,
France,2016,Total,November,Data tabulated by year of occurrence,Provisional figure,2017,48600.00,
France,2016,Total,December,Data tabulated by year of occurrence,Provisional figure,2017,55400.00,
France,2015,Total,Total,Data tabulated by year of occurrence,Provisional figure,2016,587000.00,
France,2015,Total,January,Data tabulated by year of occurrence,Provisional figure,2015,57400.00,
France,2015,Total,February,Data tabulated by year of occurrence,Provisional figure,2015,56400.00,
France,2015,Total,March,Data tabulated by year of occurrence,Provisional figure,2015,53900.00,
France,2015,Total,April,Data tabulated by year of occurrence,Provisional figure,2015,46800.00,
France,2015,Total,May,Data tabulated by year of occurrence,Provisional figure,2015,45300.00,
France,2015,Total,June,Data tabulated by year of occurrence,Provisional figure,2015,43600.00,
France,2015,Total,July,Data tabulated by year of occurrence,Provisional figure,2016,45500.00,
France,2015,Total,August,Data tabulated by year of occurrence,Provisional figure,2016,44800.00,
France,2015,Total,September,Data tabulated by year of occurrence,Provisional figure,2016,43700.00,
France,2015,Total,October,Data tabulated by year of occurrence,Provisional figure,2016,49100.00,
France,2015,Total,November,Data tabulated by year of occurrence,Provisional figure,2016,48000.00,
France,2015,Total,December,Data tabulated by year of occurrence,Provisional figure,2016,52500.00,
France,2014,Total,Total,Data tabulated by year of occurrence,Provisional figure,2015,542800.00,
France,2014,Total,January,Data tabulated by year of occurrence,Provisional figure,2014,49900.00,
France,2014,Total,February,Data tabulated by year of occurrence,Provisional figure,2014,45500.00,
France,2014,Total,March,Data tabulated by year of occurrence,Provisional figure,2014,48000.00,
France,2014,Total,April,Data tabulated by year of occurrence,Provisional figure,2014,44200.00,
France,2014,Total,May,Data tabulated by year of occurrence,Provisional figure,2014,44500.00,
France,2014,Total,June,Data tabulated by year of occurrence,Provisional figure,2014,42100.00,
France,2014,Total,July,Data tabulated by year of occurrence,Provisional figure,2014,43400.00,
France,2014,Total,August,Data tabulated by year of occurrence,Provisional figure,2014,42900.00,
France,2014,Total,September,Data tabulated by year of occurrence,Provisional figure,2015,42400.00,
France,2014,Total,October,Data tabulated by year of occurrence,Provisional figure,2015,45300.00,
France,2014,Total,November,Data tabulated by year of occurrence,Provisional figure,2015,45700.00,
France,2014,Total,December,Data tabulated by year of occurrence,Provisional figure,2015,48900.00,
France,2013,Total,Total,Data tabulated by year of occurrence,Provisional figure,2014,561000.00,
France,2013,Total,January,Data tabulated by year of occurrence,Provisional figure,2014,55100.00,
France,2013,Total,February,Data tabulated by year of occurrence,Provisional figure,2014,50600.00,
France,2013,Total,March,Data tabulated by year of occurrence,Provisional figure,2014,53200.00,
France,2013,Total,April,Data tabulated by year of occurrence,Provisional figure,2014,46000.00,
France,2013,Total,May,Data tabulated by year of occurrence,Provisional figure,2014,44400.00,
France,2013,Total,June,Data tabulated by year of occurrence,Provisional figure,2014,42400.00,
France,2013,Total,July,Data tabulated by year of occurrence,Provisional figure,2014,44200.00,
France,2013,Total,August,Data tabulated by year of occurrence,Provisional figure,2014,41700.00,
France,2013,Total,September,Data tabulated by year of occurrence,Provisional figure,2014,41900.00,
France,2013,Total,October,Data tabulated by year of occurrence,Provisional figure,2014,44800.00,
France,2013,Total,November,Data tabulated by year of occurrence,Provisional figure,2014,46000.00,
France,2013,Total,December,Data tabulated by year of occurrence,Provisional figure,2014,50700.00,
France,2012,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,559227.00,3
France,2012,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2013,51396.00,3
France,2012,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2013,53590.00,3
France,2012,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2013,52871.00,3
France,2012,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2013,45863.00,3
France,2012,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2013,44999.00,3
France,2012,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2013,41724.00,3
France,2012,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2013,42923.00,3
France,2012,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2013,42258.00,3
France,2012,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2013,41282.00,3
France,2012,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2013,46174.00,3
France,2012,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2013,45771.00,3
France,2012,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2013,50376.00,3
Germany,2019,Total,January,Data tabulated by year of occurrence,Provisional figure,2019,83022.00,
Germany,2019,Total,February,Data tabulated by year of occurrence,Provisional figure,2019,81112.00,
Germany,2019,Total,March,Data tabulated by year of occurrence,Provisional figure,2019,86381.00,
Germany,2019,Total,April,Data tabulated by year of occurrence,Provisional figure,2019,78181.00,
Germany,2019,Total,May,Data tabulated by year of occurrence,Provisional figure,2019,75237.00,
Germany,2019,Total,June,Data tabulated by year of occurrence,Provisional figure,2019,74262.00,
Germany,2019,Total,July,Data tabulated by year of occurrence,Provisional figure,2019,76844.00,
Germany,2019,Total,August,Data tabulated by year of occurrence,Provisional figure,2019,73130.00,
Germany,2019,Total,September,Data tabulated by year of occurrence,Provisional figure,2019,71507.00,
Germany,2018,Total,Total,Data tabulated by year of occurrence,Provisional figure,2019,954874.00,
Germany,2018,Total,January,Data tabulated by year of occurrence,Provisional figure,2019,84973.00,
Germany,2018,Total,February,Data tabulated by year of occurrence,Provisional figure,2019,85799.00,
Germany,2018,Total,March,Data tabulated by year of occurrence,Provisional figure,2019,107104.00,
Germany,2018,Total,April,Data tabulated by year of occurrence,Provisional figure,2019,79539.00,
Germany,2018,Total,May,Data tabulated by year of occurrence,Provisional figure,2019,74648.00,
Germany,2018,Total,June,Data tabulated by year of occurrence,Provisional figure,2019,69328.00,
Germany,2018,Total,July,Data tabulated by year of occurrence,Provisional figure,2019,75605.00,
Germany,2018,Total,August,Data tabulated by year of occurrence,Provisional figure,2019,78370.00,
Germany,2018,Total,September,Data tabulated by year of occurrence,Provisional figure,2019,69708.00,
Germany,2018,Total,October,Data tabulated by year of occurrence,Provisional figure,2019,74039.00,
Germany,2018,Total,November,Data tabulated by year of occurrence,Provisional figure,2019,74762.00,
Germany,2018,Total,December,Data tabulated by year of occurrence,Provisional figure,2019,80999.00,
Germany,2017,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,932272.00,
Germany,2017,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2019,96033.00,
Germany,2017,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2019,90651.00,
Germany,2017,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2019,82934.00,
Germany,2017,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2019,73204.00,
Germany,2017,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2019,75683.00,
Germany,2017,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2019,69644.00,
Germany,2017,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2019,71411.00,
Germany,2017,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2019,71489.00,
Germany,2017,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2019,69393.00,
Germany,2017,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2019,75229.00,
Germany,2017,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2019,74989.00,
Germany,2017,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2019,81612.00,
Germany,2016,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,910902.00,
Germany,2016,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2018,81742.00,
Germany,2016,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2018,76619.00,
Germany,2016,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2018,83669.00,
Germany,2016,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2018,75316.00,
Germany,2016,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2018,74525.00,
Germany,2016,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2018,69186.00,
Germany,2016,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2018,72122.00,
Germany,2016,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2018,71295.00,
Germany,2016,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2018,69037.00,
Germany,2016,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2018,76001.00,
Germany,2016,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2018,77051.00,
Germany,2016,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2018,84339.00,
Germany,2015,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,925200.00,
Germany,2015,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2017,86585.00,
Germany,2015,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2017,89912.00,
Germany,2015,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2017,90726.00,
Germany,2015,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2017,76824.00,
Germany,2015,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2017,73543.00,
Germany,2015,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2017,69484.00,
Germany,2015,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2017,75689.00,
Germany,2015,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2017,71755.00,
Germany,2015,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2017,67818.00,
Germany,2015,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2017,74854.00,
Germany,2015,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2017,72144.00,
Germany,2015,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2017,75866.00,
Germany,2014,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,868356.00,
Germany,2014,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2016,75520.00,
Germany,2014,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2016,69513.00,
Germany,2014,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2016,77336.00,
Germany,2014,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2016,71941.00,
Germany,2014,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2016,70163.00,
Germany,2014,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2016,67511.00,
Germany,2014,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2016,71795.00,
Germany,2014,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2016,68610.00,
Germany,2014,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2016,68526.00,
Germany,2014,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2016,72597.00,
Germany,2014,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2016,73722.00,
Germany,2014,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2016,81122.00,
Germany,2013,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,893825.00,
Germany,2013,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2014,82262.00,
Germany,2013,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2014,81957.00,
Germany,2013,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2014,89394.00,
Germany,2013,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2014,78590.00,
Germany,2013,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2014,71522.00,
Germany,2013,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2014,68658.00,
